AttractionId,AttractionCityId,Attraction,AttractionAddress,AttractionTypeRaw,AttractionTypeNumericId,AttractionTypeLabel,AttractionTypeBroad,AttractionCityName,AttractionCountryId,AttractionCountry,AttractionRegionId,AttractionRegion,AttractionContinentId,AttractionContinent,HistoricalVisitCount,HistoricalAverageRating
2073,2549,History Museum - Tripoli,"Main Street, Tripoli, Libya",Museum,,Museum,Museum,Tripoli,83,Libya,12,Middle East,3,Asia,0,4.15769884753448
2074,2551,Sacred Shrine - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Temple,,Temple,Religious,Muscat Governorate,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2075,2551,Local Bazaar - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Market,,Market,Market,Muscat Governorate,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2076,2551,Art Gallery - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Museum,,Museum,Museum,Muscat Governorate,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2077,2551,Night Market - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Market,,Market,Market,Muscat Governorate,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2078,2555,National Park - Seeb,"Main Street, Seeb, Oman",Park,,Park,Park,Seeb,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2079,2555,History Museum - Seeb,"Main Street, Seeb, Oman",Museum,,Museum,Museum,Seeb,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2080,2555,Wildlife Reserve - Seeb,"Main Street, Seeb, Oman",Park,,Park,Park,Seeb,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2081,2555,Cultural Heritage Center - Seeb,"Main Street, Seeb, Oman",Museum,,Museum,Museum,Seeb,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2082,2550,Crystal Bay - Muscat,"Main Street, Muscat, Oman",Beach,,Beach,Beach,Muscat,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2083,2550,Sacred Shrine - Muscat,"Main Street, Muscat, Oman",Temple,,Temple,Religious,Muscat,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2084,2550,Flea Market - Muscat,"Main Street, Muscat, Oman",Market,,Market,Market,Muscat,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2085,2550,Wildlife Reserve - Muscat,"Main Street, Muscat, Oman",Park,,Park,Park,Muscat,84,Oman,12,Middle East,3,Asia,0,4.15769884753448
2086,2559,Cathedral - Jericho,"Main Street, Jericho, Palestine",Temple,,Temple,Religious,Jericho,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2087,2559,History Museum - Jericho,"Main Street, Jericho, Palestine",Museum,,Museum,Museum,Jericho,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2088,2559,Grand Mosque - Jericho,"Main Street, Jericho, Palestine",Temple,,Temple,Religious,Jericho,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2089,2559,Crystal Bay - Jericho,"Main Street, Jericho, Palestine",Beach,,Beach,Beach,Jericho,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2090,2561,Crystal Bay - West Bank,"Main Street, West Bank, Palestine",Beach,,Beach,Beach,West Bank,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2091,2561,Crystal Bay - West Bank,"Main Street, West Bank, Palestine",Beach,,Beach,Beach,West Bank,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2092,2561,Paradise Beach - West Bank,"Main Street, West Bank, Palestine",Beach,,Beach,Beach,West Bank,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2093,2561,Botanical Garden - West Bank,"Main Street, West Bank, Palestine",Park,,Park,Park,West Bank,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2094,2558,History Museum - Hebron,"Main Street, Hebron, Palestine",Museum,,Museum,Museum,Hebron,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2095,2558,Sacred Shrine - Hebron,"Main Street, Hebron, Palestine",Temple,,Temple,Religious,Hebron,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2096,2558,Cultural Heritage Center - Hebron,"Main Street, Hebron, Palestine",Museum,,Museum,Museum,Hebron,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2097,2558,Farmers' Market - Hebron,"Main Street, Hebron, Palestine",Market,,Market,Market,Hebron,85,Palestine,12,Middle East,3,Asia,0,4.15769884753448
2098,2563,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Market,,Market,Market,Al-Rayyan,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2099,2563,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Market,,Market,Market,Al-Rayyan,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2100,2563,Golden Sand Beach - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Beach,,Beach,Beach,Al-Rayyan,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2101,2563,Cathedral - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Temple,,Temple,Religious,Al-Rayyan,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2102,2566,Ancient Temple - Qatar,"Main Street, Qatar, Qatar",Temple,,Temple,Religious,Qatar,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2103,2566,History Museum - Qatar,"Main Street, Qatar, Qatar",Museum,,Museum,Museum,Qatar,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2104,2566,Art Gallery - Qatar,"Main Street, Qatar, Qatar",Museum,,Museum,Museum,Qatar,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2105,2566,Cultural Heritage Center - Qatar,"Main Street, Qatar, Qatar",Museum,,Museum,Museum,Qatar,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2106,2564,Art Gallery - Doha,"Main Street, Doha, Qatar",Museum,,Museum,Museum,Doha,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2107,2564,Cathedral - Doha,"Main Street, Doha, Qatar",Temple,,Temple,Religious,Doha,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2108,2564,Farmers' Market - Doha,"Main Street, Doha, Qatar",Market,,Market,Market,Doha,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2109,2564,History Museum - Doha,"Main Street, Doha, Qatar",Museum,,Museum,Museum,Doha,86,Qatar,12,Middle East,3,Asia,0,4.15769884753448
2110,2582,Botanical Garden - Medina,"Main Street, Medina, Saudi Arabia",Park,,Park,Park,Medina,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2111,2582,Cathedral - Medina,"Main Street, Medina, Saudi Arabia",Temple,,Temple,Religious,Medina,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2112,2582,Wildlife Reserve - Medina,"Main Street, Medina, Saudi Arabia",Park,,Park,Park,Medina,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2113,2582,Paradise Beach - Medina,"Main Street, Medina, Saudi Arabia",Beach,,Beach,Beach,Medina,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2114,2576,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Beach,,Beach,Beach,Jeddah Saudi Arabia,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2115,2576,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Beach,,Beach,Beach,Jeddah Saudi Arabia,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2116,2576,Wildlife Reserve - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Park,,Park,Park,Jeddah Saudi Arabia,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2117,2576,Sunset Cove - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Beach,,Beach,Beach,Jeddah Saudi Arabia,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2118,2567,Local Bazaar - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Market,,Market,Market,Al Hofuf,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2119,2567,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Beach,,Beach,Beach,Al Hofuf,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2120,2567,Grand Mosque - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Temple,,Temple,Religious,Al Hofuf,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2121,2567,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Beach,,Beach,Beach,Al Hofuf,87,Saudi Arabia,12,Middle East,3,Asia,0,4.15769884753448
2122,2598,Wildlife Reserve - Bursa,"Main Street, Bursa, Turkey",Park,,Park,Park,Bursa,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2123,2598,Crystal Bay - Bursa,"Main Street, Bursa, Turkey",Beach,,Beach,Beach,Bursa,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2124,2598,Botanical Garden - Bursa,"Main Street, Bursa, Turkey",Park,,Park,Park,Bursa,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2125,2598,Local Bazaar - Bursa,"Main Street, Bursa, Turkey",Market,,Market,Market,Bursa,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2126,2603,Ancient Temple - Goreme,"Main Street, Goreme, Turkey",Temple,,Temple,Religious,Goreme,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2127,2603,Ancient Temple - Goreme,"Main Street, Goreme, Turkey",Temple,,Temple,Religious,Goreme,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2128,2603,Flea Market - Goreme,"Main Street, Goreme, Turkey",Market,,Market,Market,Goreme,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2129,2603,Paradise Beach - Goreme,"Main Street, Goreme, Turkey",Beach,,Beach,Beach,Goreme,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2130,2599,Art Gallery - Datca,"Main Street, Datca, Turkey",Museum,,Museum,Museum,Datca,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2131,2599,Art Gallery - Datca,"Main Street, Datca, Turkey",Museum,,Museum,Museum,Datca,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2132,2599,Crystal Bay - Datca,"Main Street, Datca, Turkey",Beach,,Beach,Beach,Datca,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2133,2599,Eco Park - Datca,"Main Street, Datca, Turkey",Park,,Park,Park,Datca,88,Turkey,12,Middle East,3,Asia,0,4.15769884753448
2134,2625,National Park - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Park,,Park,Park,Emirate of Dubai,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2135,2625,History Museum - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Museum,,Museum,Museum,Emirate of Dubai,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2136,2625,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Temple,,Temple,Religious,Emirate of Dubai,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2137,2625,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Temple,,Temple,Religious,Emirate of Dubai,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2138,2633,Paradise Beach - Riverland,"Main Street, Riverland, United Arab Emirates",Beach,,Beach,Beach,Riverland,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2139,2633,Grand Mosque - Riverland,"Main Street, Riverland, United Arab Emirates",Temple,,Temple,Religious,Riverland,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2140,2633,Cathedral - Riverland,"Main Street, Riverland, United Arab Emirates",Temple,,Temple,Religious,Riverland,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2141,2633,History Museum - Riverland,"Main Street, Riverland, United Arab Emirates",Museum,,Museum,Museum,Riverland,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2142,2617,Night Market - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Market,,Market,Market,Abu Dhabi,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2143,2617,Botanical Garden - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Park,,Park,Park,Abu Dhabi,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2144,2617,Cultural Heritage Center - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Museum,,Museum,Museum,Abu Dhabi,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2145,2617,Sacred Shrine - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Temple,,Temple,Religious,Abu Dhabi,89,United Arab Emirates,12,Middle East,3,Asia,0,4.15769884753448
2146,2642,Science Museum - Kabul,"Main Street, Kabul, Afghanistan",Museum,,Museum,Museum,Kabul,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2147,2642,Paradise Beach - Kabul,"Main Street, Kabul, Afghanistan",Beach,,Beach,Beach,Kabul,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2148,2642,Science Museum - Kabul,"Main Street, Kabul, Afghanistan",Museum,,Museum,Museum,Kabul,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2149,2642,National Park - Kabul,"Main Street, Kabul, Afghanistan",Park,,Park,Park,Kabul,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2150,2641,Eco Park - Bagram,"Main Street, Bagram, Afghanistan",Park,,Park,Park,Bagram,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2151,2641,Night Market - Bagram,"Main Street, Bagram, Afghanistan",Market,,Market,Market,Bagram,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2152,2641,Eco Park - Bagram,"Main Street, Bagram, Afghanistan",Park,,Park,Park,Bagram,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2153,2641,Crystal Bay - Bagram,"Main Street, Bagram, Afghanistan",Beach,,Beach,Beach,Bagram,90,Afghanistan,13,South Asia,3,Asia,0,4.15769884753448
2154,2643,Golden Sand Beach - Bangladesh,"Main Street, Bangladesh, Bangladesh",Beach,,Beach,Beach,Bangladesh,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2155,2643,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh",Temple,,Temple,Religious,Bangladesh,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2156,2643,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh",Temple,,Temple,Religious,Bangladesh,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2157,2643,National Park - Bangladesh,"Main Street, Bangladesh, Bangladesh",Park,,Park,Park,Bangladesh,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2158,2644,Eco Park - Barisal Division,"Main Street, Barisal Division, Bangladesh",Park,,Park,Park,Barisal Division,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2159,2644,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh",Beach,,Beach,Beach,Barisal Division,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2160,2644,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh",Beach,,Beach,Beach,Barisal Division,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2161,2644,Science Museum - Barisal Division,"Main Street, Barisal Division, Bangladesh",Museum,,Museum,Museum,Barisal Division,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2162,2648,Ancient Temple - Dhaka City,"Main Street, Dhaka City, Bangladesh",Temple,,Temple,Religious,Dhaka City,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2163,2648,Cultural Heritage Center - Dhaka City,"Main Street, Dhaka City, Bangladesh",Museum,,Museum,Museum,Dhaka City,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2164,2648,History Museum - Dhaka City,"Main Street, Dhaka City, Bangladesh",Museum,,Museum,Museum,Dhaka City,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2165,2648,Sacred Shrine - Dhaka City,"Main Street, Dhaka City, Bangladesh",Temple,,Temple,Religious,Dhaka City,91,Bangladesh,13,South Asia,3,Asia,0,4.15769884753448
2166,2661,Crystal Bay - Thimphu,"Main Street, Thimphu, Bhutan",Beach,,Beach,Beach,Thimphu,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2167,2661,Paradise Beach - Thimphu,"Main Street, Thimphu, Bhutan",Beach,,Beach,Beach,Thimphu,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2168,2661,Eco Park - Thimphu,"Main Street, Thimphu, Bhutan",Park,,Park,Park,Thimphu,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2169,2661,Sacred Shrine - Thimphu,"Main Street, Thimphu, Bhutan",Temple,,Temple,Religious,Thimphu,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2170,2660,Cultural Heritage Center - Paro,"Main Street, Paro, Bhutan",Museum,,Museum,Museum,Paro,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2171,2660,Sacred Shrine - Paro,"Main Street, Paro, Bhutan",Temple,,Temple,Religious,Paro,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2172,2660,Wildlife Reserve - Paro,"Main Street, Paro, Bhutan",Park,,Park,Park,Paro,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2173,2660,National Park - Paro,"Main Street, Paro, Bhutan",Park,,Park,Park,Paro,92,Bhutan,13,South Asia,3,Asia,0,4.15769884753448
2174,2777,Paradise Beach - Kasauli,"Main Street, Kasauli, India",Beach,,Beach,Beach,Kasauli,93,India,13,South Asia,3,Asia,0,4.15769884753448
2175,2777,Grand Mosque - Kasauli,"Main Street, Kasauli, India",Temple,,Temple,Religious,Kasauli,93,India,13,South Asia,3,Asia,0,4.15769884753448
2176,2777,Golden Sand Beach - Kasauli,"Main Street, Kasauli, India",Beach,,Beach,Beach,Kasauli,93,India,13,South Asia,3,Asia,0,4.15769884753448
2177,2777,Crystal Bay - Kasauli,"Main Street, Kasauli, India",Beach,,Beach,Beach,Kasauli,93,India,13,South Asia,3,Asia,0,4.15769884753448
2178,2782,Local Bazaar - Kochi,"Main Street, Kochi, India",Market,,Market,Market,Kochi,93,India,13,South Asia,3,Asia,0,4.15769884753448
2179,2782,Wildlife Reserve - Kochi,"Main Street, Kochi, India",Park,,Park,Park,Kochi,93,India,13,South Asia,3,Asia,0,4.15769884753448
2180,2782,Cathedral - Kochi,"Main Street, Kochi, India",Temple,,Temple,Religious,Kochi,93,India,13,South Asia,3,Asia,0,4.15769884753448
2181,2782,Local Bazaar - Kochi,"Main Street, Kochi, India",Market,,Market,Market,Kochi,93,India,13,South Asia,3,Asia,0,4.15769884753448
2182,2921,Flea Market - Warangal,"Main Street, Warangal, India",Market,,Market,Market,Warangal,93,India,13,South Asia,3,Asia,0,4.15769884753448
2183,2921,Wildlife Reserve - Warangal,"Main Street, Warangal, India",Park,,Park,Park,Warangal,93,India,13,South Asia,3,Asia,0,4.15769884753448
2184,2921,Crystal Bay - Warangal,"Main Street, Warangal, India",Beach,,Beach,Beach,Warangal,93,India,13,South Asia,3,Asia,0,4.15769884753448
2185,2921,Cultural Heritage Center - Warangal,"Main Street, Warangal, India",Museum,,Museum,Museum,Warangal,93,India,13,South Asia,3,Asia,0,4.15769884753448
2186,2930,Cultural Heritage Center - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Museum,,Museum,Museum,Hulhumale Maldives,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2187,2930,National Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Park,,Park,Park,Hulhumale Maldives,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2188,2930,Eco Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Park,,Park,Park,Hulhumale Maldives,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2189,2930,Science Museum - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Museum,,Museum,Museum,Hulhumale Maldives,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2190,2925,Ancient Temple - Addu City,"Main Street, Addu City, Maldives",Temple,,Temple,Religious,Addu City,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2191,2925,Grand Mosque - Addu City,"Main Street, Addu City, Maldives",Temple,,Temple,Religious,Addu City,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2192,2925,Night Market - Addu City,"Main Street, Addu City, Maldives",Market,,Market,Market,Addu City,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2193,2925,Art Gallery - Addu City,"Main Street, Addu City, Maldives",Museum,,Museum,Museum,Addu City,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2194,2934,Crystal Bay - Male,"Main Street, Male, Maldives",Beach,,Beach,Beach,Male,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2195,2934,Wildlife Reserve - Male,"Main Street, Male, Maldives",Park,,Park,Park,Male,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2196,2934,Cathedral - Male,"Main Street, Male, Maldives",Temple,,Temple,Religious,Male,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2197,2934,Paradise Beach - Male,"Main Street, Male, Maldives",Beach,,Beach,Beach,Male,94,Maldives,13,South Asia,3,Asia,0,4.15769884753448
2198,2936,Flea Market - Bhaktapur,"Main Street, Bhaktapur, Nepal",Market,,Market,Market,Bhaktapur,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2199,2936,Art Gallery - Bhaktapur,"Main Street, Bhaktapur, Nepal",Museum,,Museum,Museum,Bhaktapur,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2200,2936,Local Bazaar - Bhaktapur,"Main Street, Bhaktapur, Nepal",Market,,Market,Market,Bhaktapur,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2201,2936,Eco Park - Bhaktapur,"Main Street, Bhaktapur, Nepal",Park,,Park,Park,Bhaktapur,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2202,2937,Ancient Temple - Dharan,"Main Street, Dharan, Nepal",Temple,,Temple,Religious,Dharan,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2203,2937,National Park - Dharan,"Main Street, Dharan, Nepal",Park,,Park,Park,Dharan,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2204,2937,Sacred Shrine - Dharan,"Main Street, Dharan, Nepal",Temple,,Temple,Religious,Dharan,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2205,2937,Science Museum - Dharan,"Main Street, Dharan, Nepal",Museum,,Museum,Museum,Dharan,95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2206,2941,Science Museum - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Museum,,Museum,Museum,Patan (Lalitpur),95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2207,2941,Grand Mosque - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Temple,,Temple,Religious,Patan (Lalitpur),95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2208,2941,Flea Market - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Market,,Market,Market,Patan (Lalitpur),95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2209,2941,Paradise Beach - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Beach,,Beach,Beach,Patan (Lalitpur),95,Nepal,13,South Asia,3,Asia,0,4.15769884753448
2210,2950,National Park - Sahiwal,"Main Street, Sahiwal, Pakistan",Park,,Park,Park,Sahiwal,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2211,2950,Crystal Bay - Sahiwal,"Main Street, Sahiwal, Pakistan",Beach,,Beach,Beach,Sahiwal,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2212,2950,History Museum - Sahiwal,"Main Street, Sahiwal, Pakistan",Museum,,Museum,Museum,Sahiwal,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2213,2950,Cathedral - Sahiwal,"Main Street, Sahiwal, Pakistan",Temple,,Temple,Religious,Sahiwal,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2214,2944,Golden Sand Beach - Hyderabad,"Main Street, Hyderabad, Pakistan",Beach,,Beach,Beach,Hyderabad,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2215,2944,Cathedral - Hyderabad,"Main Street, Hyderabad, Pakistan",Temple,,Temple,Religious,Hyderabad,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2216,2944,Paradise Beach - Hyderabad,"Main Street, Hyderabad, Pakistan",Beach,,Beach,Beach,Hyderabad,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2217,2944,Crystal Bay - Hyderabad,"Main Street, Hyderabad, Pakistan",Beach,,Beach,Beach,Hyderabad,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2218,2948,Botanical Garden - Lahore,"Main Street, Lahore, Pakistan",Park,,Park,Park,Lahore,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2219,2948,History Museum - Lahore,"Main Street, Lahore, Pakistan",Museum,,Museum,Museum,Lahore,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2220,2948,Local Bazaar - Lahore,"Main Street, Lahore, Pakistan",Market,,Market,Market,Lahore,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2221,2948,Science Museum - Lahore,"Main Street, Lahore, Pakistan",Museum,,Museum,Museum,Lahore,96,Pakistan,13,South Asia,3,Asia,0,4.15769884753448
2222,2979,Cultural Heritage Center - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Museum,,Museum,Museum,Unawatuna,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2223,2979,History Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Museum,,Museum,Museum,Unawatuna,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2224,2979,Science Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Museum,,Museum,Museum,Unawatuna,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2225,2979,Golden Sand Beach - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Beach,,Beach,Beach,Unawatuna,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2226,2968,Night Market - Maharagama,"Main Street, Maharagama, Sri Lanka",Market,,Market,Market,Maharagama,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2227,2968,Sacred Shrine - Maharagama,"Main Street, Maharagama, Sri Lanka",Temple,,Temple,Religious,Maharagama,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2228,2968,Flea Market - Maharagama,"Main Street, Maharagama, Sri Lanka",Market,,Market,Market,Maharagama,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2229,2968,History Museum - Maharagama,"Main Street, Maharagama, Sri Lanka",Museum,,Museum,Museum,Maharagama,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
2230,2964,Grand Mosque - Jaffna,"Main Street, Jaffna, Sri Lanka",Temple,,Temple,Religious,Jaffna,97,Sri Lanka,13,South Asia,3,Asia,0,4.15769884753448
